Id,Category
1926,5
1927,2
1928,8
1929,3
1930,5
1931,8
1932,4
1933,2
1934,5
1935,8
1936,10
1937,0
1938,0
1939,2
1940,7
1941,4
1942,4
1943,9
1944,0
1945,9
1946,0
1947,10
1948,10
1949,5
1950,1
1951,5
1952,7
1953,6
1954,3
1955,2
1956,4
1957,3
1958,9
1959,2
1960,9
1961,10
1962,9
1963,0
1964,8
1965,10
1966,5
1967,8
1968,7
1969,5
1970,6
1971,2
1972,8
1973,9
1974,0
1975,2
1976,9
1977,10
1978,9
1979,9
1980,5
1981,7
1982,3
1983,3
1984,7
1985,9
1986,4
1987,2
1988,2
1989,2
1990,2
1991,0
1992,10
1993,7
1994,5
1995,5
1996,3
1997,4
1998,0
1999,5
2000,5
2001,5
2002,2
2003,0
2004,5
2005,7
2006,0
2007,9
2008,2
2009,0
2010,1
2011,1
2012,7
2013,6
2014,7
2015,2
2016,7
2017,2
2018,9
2019,8
2020,9
2021,0
2022,4
2023,9
2024,0
2025,2
2026,4
2027,1
2028,4
2029,6
2030,2
2031,8
2032,10
2033,0
2034,0
2035,1
2036,5
2037,6
2038,5
2039,0
2040,0
2041,9
2042,5
2043,6
2044,0
2045,5
2046,5
2047,0
2048,2
2049,9
2050,0
2051,3
2052,0
2053,5
2054,0
2055,3
2056,0
2057,2
2058,9
2059,9
2060,6
2061,4
2062,10
2063,4
2064,10
2065,9
2066,5
2067,2
2068,0
2069,3
2070,8
2071,9
2072,5
2073,2
2074,0
2075,9
2076,8
2077,6
2078,4
2079,0
2080,1
2081,4
2082,9
2083,9
2084,2
2085,5
2086,9
2087,2
2088,2
2089,0
2090,4
2091,2
2092,3
2093,1
2094,5
2095,8
2096,5
2097,5
2098,6
2099,10
2100,2
2101,4
2102,3
2103,5
2104,2
2105,8
2106,2
2107,3
2108,3
2109,5
2110,5
2111,2
2112,9
2113,9
2114,8
2115,8
2116,4
2117,5
2118,10
2119,1
2120,9
2121,0
2122,9
2123,10
2124,5
2125,3
2126,2
2127,4
2128,7
2129,8
2130,6
2131,2
2132,9
2133,8
2134,2
2135,5
2136,2
2137,6
2138,6
2139,8
2140,8
2141,3
2142,4
2143,3
2144,7
2145,4
2146,4
2147,0
2148,4
2149,8
2150,1
2151,9
2152,2
2153,0
2154,1
2155,4
2156,8
2157,1
2158,5
2159,5
2160,0
2161,0
2162,0
2163,0
2164,10
2165,2
2166,1
2167,3
2168,9
2169,0
2170,0
2171,7
2172,9
2173,4
2174,0
2175,3
2176,2
2177,0
2178,3
2179,4
2180,1
2181,5
2182,9
2183,4
2184,9
2185,9
2186,7
2187,1
2188,0
2189,5
2190,0
2191,9
2192,5
2193,2
2194,2
2195,2
2196,9
2197,5
2198,4
2199,2
2200,4
2201,2
2202,4
2203,5
2204,9
2205,2
2206,2
2207,2
2208,4
2209,2
2210,2
2211,8
2212,0
2213,4
2214,2
2215,0
2216,0
2217,6
2218,8
2219,9
2220,2
2221,4
2222,6
2223,1
2224,5
2225,1
2226,2
2227,2
2228,3
2229,9
2230,0
2231,2
2232,0
2233,8
2234,6
2235,6
2236,10
2237,4
2238,0
2239,10
2240,10
2241,1
2242,0
2243,3
2244,9
2245,9
2246,9
2247,2
2248,8
2249,3
2250,8
2251,2
2252,3
2253,6
2254,2
2255,0
2256,1
2257,0
2258,2
2259,2
2260,3
2261,5
2262,0
2263,4
2264,10
2265,4
2266,10
2267,7
2268,8
2269,2
2270,8
2271,9
2272,9
2273,2
2274,8
2275,9
2276,2
2277,8
2278,4
2279,8
2280,8
2281,9
2282,3
2283,3
2284,9
2285,2
2286,2
2287,5
2288,9
2289,8
2290,5
2291,0
2292,10
2293,3
2294,0
2295,9
2296,7
2297,5
2298,4
2299,2
2300,4
2301,4
2302,2
2303,6
2304,0
2305,8
2306,2
2307,5
2308,1
2309,1
2310,5
2311,5
2312,5
2313,0
2314,2
2315,2
2316,9
2317,4
2318,9
2319,9
2320,5
2321,1
2322,8
2323,2
2324,9
2325,2
2326,2
2327,0
2328,2
2329,6
2330,4
2331,4
2332,4
2333,6
2334,4
2335,9
2336,4
2337,9
2338,0
2339,8
2340,10
2341,0
2342,2
2343,9
2344,5
2345,2
2346,8
2347,2
2348,5
2349,3
2350,8
2351,7
2352,6
2353,2
2354,4
2355,9
2356,4
2357,2
2358,2
2359,2
2360,5
2361,7
2362,3
2363,2
2364,3
2365,7
2366,4
2367,4
2368,0
2369,3
2370,2
2371,6
2372,5
2373,10
2374,5
2375,2
2376,2
2377,8
2378,0
2379,5
2380,9
2381,2
2382,9
2383,4
2384,10
2385,4
2386,6
2387,9
2388,3
2389,0
2390,4
2391,8
2392,4
2393,3
2394,0
2395,5
2396,0
2397,0
2398,5
2399,0
2400,5
2401,2
2402,1
2403,2
2404,2
2405,10
2406,9
2407,5
2408,6
2409,1
2410,5
2411,2
2412,8
2413,9
2414,8
2415,2
2416,0
2417,9
2418,2
2419,8
2420,5
2421,8
2422,9
2423,5
2424,9
2425,2
2426,10
2427,0
2428,2
2429,6
2430,5
2431,4
2432,10
2433,0
2434,5
2435,0
2436,5
2437,9
2438,9
2439,9
2440,8
2441,9
2442,2
2443,3
2444,4
2445,9
2446,5
2447,8
2448,0
2449,5
2450,3
2451,8
2452,0
2453,7
2454,0
2455,7
2456,8
2457,10
2458,8
2459,1
2460,10
2461,0
2462,4
2463,2
2464,9
2465,0
2466,9
2467,8
2468,0
2469,1
2470,9
2471,7
2472,4
2473,5
2474,8
2475,0
2476,0
2477,0
2478,8
2479,8
2480,0
2481,3
2482,2
2483,2
2484,2
2485,7
2486,10
2487,1
2488,9
2489,6
2490,4
2491,9
2492,0
2493,5
2494,1
2495,5
2496,9
2497,2
2498,4
2499,2
2500,0
2501,8
2502,5
2503,5
2504,8
2505,9
2506,1
2507,5
2508,0
2509,4
2510,8
2511,9
2512,3
2513,4
2514,9
2515,4
2516,4
2517,5
2518,7
2519,1
2520,8
2521,5
2522,8
2523,9
2524,9
2525,8
2526,9
2527,8
2528,0
2529,8
2530,9
2531,2
2532,0
2533,5
2534,2
2535,4
2536,3
2537,8
2538,9
2539,2
2540,3
2541,2
2542,9
2543,2
2544,3
2545,9
2546,4
2547,8
2548,3
2549,10
2550,10
2551,9
2552,8
2553,5
2554,0
2555,8
2556,9
2557,8
2558,8
2559,4
2560,5
2561,4
2562,0
2563,2
2564,9
2565,8
2566,2
2567,5
2568,2
2569,5
2570,9
2571,3
2572,0
2573,5
2574,9
2575,9
2576,5
2577,9
2578,10
2579,2
2580,8
2581,0
2582,9
2583,9
2584,7
2585,0
2586,9
2587,0
2588,1
2589,0
2590,5
2591,0
2592,4
2593,5
2594,2
2595,10
2596,2
2597,2
2598,3
2599,0
2600,10
2601,7
2602,2
2603,4
2604,3
2605,9
2606,8
2607,7
2608,5
2609,10
2610,0
2611,4
2612,3
2613,5
2614,5
2615,5
2616,2
2617,4
2618,2
2619,3
2620,0
2621,0
2622,5
2623,4
2624,2
2625,9
2626,9
2627,9
2628,0
2629,2
2630,2
2631,2
2632,0
2633,5
2634,5
2635,7
2636,9
2637,6
2638,5
2639,4
2640,2
2641,5
2642,8
2643,0
2644,5
2645,7
2646,8
2647,2
2648,9
2649,3
2650,0
2651,0
2652,3
2653,1
2654,9
2655,8
2656,0
2657,8
2658,0
2659,9
2660,9
2661,7
2662,0
2663,0
2664,4
2665,2
2666,2
2667,10
2668,9
2669,2
2670,9
2671,9
2672,7
2673,2
2674,5
2675,5
2676,9
2677,7
2678,4
2679,0
2680,0
2681,0
2682,10
2683,8
2684,9
2685,0
2686,0
2687,2
2688,5
2689,8
2690,9
2691,5
2692,3
2693,0
2694,3
2695,9
2696,2
2697,2
2698,4
2699,10
2700,6
2701,2
2702,5
2703,3
2704,10
2705,9
2706,3
2707,9
2708,3
2709,5
2710,9
2711,4
2712,3
2713,4
2714,3
2715,2
2716,8
2717,0
2718,3
2719,9
2720,9
2721,10
2722,8
2723,7
2724,4
2725,2
2726,2
2727,5
2728,2
2729,8
2730,0
2731,4
2732,4
2733,2
2734,9
2735,9
2736,3
2737,10
2738,9
2739,2
2740,0
2741,2
2742,9
2743,2
2744,6
2745,0
2746,8
2747,4
2748,10
2749,2
2750,2
2751,0
2752,5
2753,0
2754,5
2755,0
2756,5
2757,5
2758,9
2759,3
2760,9
2761,0
2762,4
2763,3
2764,4
2765,5
2766,6
2767,4
2768,10
2769,9
2770,6
2771,0
2772,0
2773,8
2774,2
2775,4
2776,5
2777,9
2778,2
2779,0
2780,5
2781,3
2782,9
2783,5
2784,8
2785,9
2786,8
2787,9
2788,0
2789,2
2790,0
2791,6
2792,4
2793,8
2794,3
2795,8
2796,5
2797,2
2798,8
2799,9
2800,0
2801,0
2802,2
2803,0
2804,0
2805,7
2806,3
2807,8
2808,5
2809,9
2810,9
2811,2
2812,8
2813,8
2814,2
2815,8
2816,9
2817,0
2818,0
2819,2
2820,0
2821,5
2822,1
2823,2
2824,9
2825,4
2826,2
2827,4
2828,2
2829,8
2830,5
2831,9
2832,0
2833,5
2834,10
2835,2
2836,3
2837,4
2838,5
2839,5
2840,5
2841,6
2842,5
2843,0
2844,9
2845,8
2846,4
2847,2
2848,5
2849,5
2850,3
2851,0
2852,0
2853,2
2854,7
2855,5
2856,10
2857,8
2858,5
2859,4
2860,2
2861,9
2862,9
2863,5
2864,9
2865,5
2866,8
2867,9
2868,6
2869,5
2870,4
2871,8
2872,3
2873,1
2874,9
2875,3
2876,8
2877,9
2878,0
2879,9
2880,0
2881,2
2882,6
2883,5
2884,0
2885,9
2886,3
2887,2
2888,3
2889,0
2890,9
2891,8
2892,2
2893,1
2894,2
2895,2
2896,9
2897,8
2898,9
2899,2
2900,9
2901,10
2902,8
2903,3
2904,0
2905,9
2906,9
2907,5
2908,2
2909,0
2910,9
2911,5
2912,4
2913,5
2914,9
2915,8
2916,2
2917,9
2918,0
2919,0
2920,5
2921,3
2922,5
2923,2
2924,3
2925,8
2926,0
2927,9
2928,4
2929,9
2930,7
2931,0
2932,2
2933,9
2934,9
2935,5
2936,3
2937,2
2938,5
2939,8
2940,1
2941,4
2942,2
2943,1
2944,5
2945,3
2946,9
2947,2
2948,4
2949,8
2950,3
2951,3
2952,0
2953,0
2954,2
2955,0
2956,8
2957,2
2958,3
2959,1
2960,0
2961,4
2962,9
2963,9
2964,0
2965,7
2966,0
2967,4
2968,9
2969,2
2970,10
2971,9
2972,9
2973,4
2974,5
2975,5
2976,5
2977,4
2978,10
2979,5
2980,8
2981,4
2982,2
2983,2
2984,6
2985,2
2986,1
2987,5
2988,0
2989,9
2990,9
2991,0
2992,5
2993,7
2994,9
2995,9
2996,2
